Gene	Cell_Type	Cell_Type2	Source
P3H2	Podocytes	Epithelial	Lake2019
AKT3	Podocytes	Epithelial	Lake2019
CSPP1	Podocytes	Epithelial	Lake2019
FAT1	Podocytes	Epithelial	Lake2019
DOCK4	Podocytes	Epithelial	Lake2019
RBMS1	Podocytes	Epithelial	Lake2019
RASSF8	Podocytes	Epithelial	Lake2019
RP11-665G4.1	Podocytes	Epithelial	Lake2019
MAML3	Podocytes	Epithelial	Lake2019
PTPN14	Podocytes	Epithelial	Lake2019
GHR	Podocytes	Epithelial	Lake2019
ITGA1	Podocytes	Epithelial	Lake2019
WWOX	Podocytes	Epithelial	Lake2019
PICALM	Podocytes	Epithelial	Lake2019
PSD3	Podocytes	Epithelial	Lake2019
PLXDC2	Podocytes	Epithelial	Lake2019
BCKDHB	Podocytes	Epithelial	Lake2019
RDX	Podocytes	Epithelial	Lake2019
BICD1	Podocytes	Epithelial	Lake2019
CPEB4	Podocytes	Epithelial	Lake2019
CEP112	Podocytes	Epithelial	Lake2019
KIF13A	Podocytes	Epithelial	Lake2019
TEAD1	Podocytes	Epithelial	Lake2019
XIST	Podocytes	Epithelial	Lake2019
PAN3	Podocytes	Epithelial	Lake2019
UBE2E2	Podocytes	Epithelial	Lake2019
SIK3	Podocytes	Epithelial	Lake2019
PDE7B	Podocytes	Epithelial	Lake2019
SBF2	Podocytes	Epithelial	Lake2019
SSBP2	Podocytes	Epithelial	Lake2019
SH3RF1	Podocytes	Epithelial	Lake2019
SEPT11	Podocytes	Epithelial	Lake2019
FNDC3B	Podocytes	Epithelial	Lake2019
EML4	Podocytes	Epithelial	Lake2019
GPX3	Podocytes	Epithelial	Lake2019
ANKRD36	Podocytes	Epithelial	Lake2019
RAI14	Podocytes	Epithelial	Lake2019
QKI	Podocytes	Epithelial	Lake2019
SPATS2L	Podocytes	Epithelial	Lake2019
PCNXL4	Podocytes	Epithelial	Lake2019
FCHSD2	Podocytes	Epithelial	Lake2019
IGF1R	Podocytes	Epithelial	Lake2019
SPAG16	Podocytes	Epithelial	Lake2019
UTRN	Podocytes	Epithelial	Lake2019
FMNL2	Podocytes	Epithelial	Lake2019
MACROD2	Podocytes	Epithelial	Lake2019
HIVEP2	Podocytes	Epithelial	Lake2019
LUC7L3	Podocytes	Epithelial	Lake2019
PAM	Podocytes	Epithelial	Lake2019
CDK6	Podocytes	Epithelial	Lake2019
ERC1	Podocytes	Epithelial	Lake2019
ROCK1	Podocytes	Epithelial	Lake2019
ADD3	Podocytes	Epithelial	Lake2019
UBA6-AS1	Podocytes	Epithelial	Lake2019
CCDC148	Podocytes	Epithelial	Lake2019
CAST	Podocytes	Epithelial	Lake2019
RNF150	Podocytes	Epithelial	Lake2019
NCOA1	Podocytes	Epithelial	Lake2019
MBD5	Podocytes	Epithelial	Lake2019
DYNC2H1	Podocytes	Epithelial	Lake2019
ANKRD12	Podocytes	Epithelial	Lake2019
TBC1D1	Podocytes	Epithelial	Lake2019
CPQ	Podocytes	Epithelial	Lake2019
MSI2	Podocytes	Epithelial	Lake2019
BMPR2	Podocytes	Epithelial	Lake2019
SOX6	Podocytes	Epithelial	Lake2019
TMEM245	Podocytes	Epithelial	Lake2019
ERBB2IP	Podocytes	Epithelial	Lake2019
ANKRD11	Podocytes	Epithelial	Lake2019
KIF1B	Podocytes	Epithelial	Lake2019
EEA1	Podocytes	Epithelial	Lake2019
CUBN	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SLC5A12	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RP11-556I14.1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ACSM2B	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SLC13A3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SORCS1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
AFM	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ACSM2A	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SLC16A9	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SMIM2-AS1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PLG	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SLC13A1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SLC17A1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
LRP2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
GRAMD1B	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SLC2A9	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PCDH15	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PDZD2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RP11-66B24.5	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PTH1R	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ZNF804B	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
LINC01060	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
LINC00871	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SLC4A4	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RP11-556I14.2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RHOBTB1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
TINAG	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
TRPM3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RAB11FIP3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
MME	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SUGCT	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
MIR100HG	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ANKS1B	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CTD-3179P9.1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
AGXT2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SLC28A1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SLC17A3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
NOX4	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
KCNJ15	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
DPYS	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RMST	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ACMSD	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SLC16A12	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RP1-154K9.2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
EBNA1BP2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
NCKAP5	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ALDOB	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
GLYAT	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
FGGY	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
EPB41L3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RNF152	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
TRABD2B	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
MSRA	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
L3MBTL4	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
WDR72	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ENPEP	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
NLGN1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
FKBP5	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
DLG2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
NHS	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PTH2R	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
C10orf11	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
FHIT	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PKHD1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
BHMT	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RP1-78O14.1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PDE4D	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
BNC2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ZBTB16	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SYNE2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PLEKHA6	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PDE7A	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RALYL	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
KCNQ1OT1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PTPRD	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PLEKHA5	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RORA	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SLC1A1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
INADL	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
GPHN	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PCSK5	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ADAMTS9-AS1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PPARA	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PRUNE2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ZBTB20	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RP11-665G4.1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
HPN	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
GOLGA4	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ERRFI1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
LINC01515	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CDK14	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CNTN4	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SNX29	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
TNS1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
FRMD4B	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
MAST4	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
UBE2E2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
TTC28	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SAFB2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
FRAS1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SORBS2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SAMD5	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
C1orf186	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
MAP3K13	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SLIT2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
FTX	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
INSR	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
GPX3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RERG	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SRRM2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
AIG1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CRYL1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PARK2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
WWOX	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PDE8A	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
FRMD3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RABGAP1L	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
GPC6	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ASTN2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PTPRM	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PLXDC2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PPP1R21	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CUX1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RP11-96H19.1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
GALNT14	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CGNL1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CALD1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
DIP2C	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
NRP1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
WDR60	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
LL22NC03-2H8.5	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SETBP1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ZHX3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
GMDS-AS1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RP1-60O19.1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ANK3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
TLN2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
LUC7L3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
NFIB	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ULK4	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PCLO	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CRADD	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ABLIM1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
IGF1R	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PBX1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
DENND1A	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
P3H2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CLDN10	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
BCL2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PLEKHA7	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PARD3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SDK1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PTPRJ	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ANK2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
NEAT1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CSPP1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
FGD4	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
AGAP1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ANKRD26	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
LINC01320	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
HIBCH	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CNKSR3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
TNRC6A	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
BCAS3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
TFDP2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RBM25	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
KANK1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
MACROD2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
FARP1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RBM6	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
DANT2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
NFIA	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PAX8	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
AKAP13	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
MAPK10	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
FHOD3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
THOC2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
GALNT18	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PTPRG	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
GOLGB1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PNISR	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
VPS13A	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SCAPER	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ZBTB38	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
VWA8	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
LPP	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ARHGAP6	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
NEDD4L	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PUM3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
WDFY3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ANKIB1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
COL4A1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ENOSF1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CWF19L2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SREK1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
EXOC4	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
TEAD1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
DPH6	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
C14orf105	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CPM	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
KANSL1L	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
LINC00969	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ASH1L	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
EHBP1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
MYO6	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
TNRC6B	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PRRC2C	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
MBD5	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
C9orf3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
UGT2B7	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SCMH1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
TACC1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
N4BP2L2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SIPA1L1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SIK2	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SUMF1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PCCA	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RERE	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SMYD3	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
COMMD10	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SNHG14	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
CHD9	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
TRPS1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
RBM47	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SPAG9	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
PPFIBP1	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ANKRD11	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
SRSF11	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
MGEA5	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
MLLT4	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ARHGEF28	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
ZC3H13	Proximal Tubule Epithelial Cells (S1/S2)	Epithelial	Lake2019
C1orf186	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
DLGAP1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
ITGB8	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
CDH6	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
TMEM178B	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
ACSM2A	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
ACSM3	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
RP5-887A10.1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
CLSTN2	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
ALPK2	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
AKAP12	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
CREB5	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
PKHD1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
BICC1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
TPM1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
BNC2	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
PTH2R	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
ZBTB20	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
PPFIBP1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
PARD3	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
UGT2B7	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
C10orf11	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
TNIK	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
NHS	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
PRUNE2	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
SLC17A1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
TTC28	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
BCL2	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
DCDC2	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
PTPRD	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
OXR1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
SEMA5A	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
SDK1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
RERG	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
LRP2	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
GPC6	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
AGBL4	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
PDE4D	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
NRG3	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
LINC01320	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
NOX4	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
ACSM2B	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
PDE7A	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
SORBS2	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
MACC1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
KLF6	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
MAML2	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
STOX2	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
ADAMTS9-AS1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
NLGN1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
FHOD3	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
SLC2A9	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
GALNT14	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
CLIC4	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
RBMS3	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
KCNJ15	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
NEAT1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
CNKSR3	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
C14orf105	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
CALD1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
DGKH	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
RHOBTB1	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
FAM134B	Proximal Tubule Epithelial Cells (S2)	Epithelial	Lake2019
